Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Included / International,Price / International,Compare At Price / International,Status
nike-dunk-low-sp-kentucky-alternate,Nike Dunk Low SP Kentucky Alternate,"<p> Attention to all the fans of the <a href=""/collections/nike-dunk-low"" title=""Nike Dunk Low"">Nike Dunk Low</a>, the designers at the American brand have created a stunning Archeo Pink edition that you can find now at Costyled!</p>
<p>Undoubtedly one of the most popular colorways of the iconic Peter Moore silhouette, the Dunk Low Archeo Pink will add an irresistible touch of glamour to your every outfit.</p>
<p>Built around a traditional soft leather structure, the pair is stamped with Nike's legendary Swoosh and is displayed in an ultra-effective white and pink duo that offers endless matching possibilities, as long as you have a bit of imagination.</p>
<p>Released in France on November 29, 2021, this unique version of the Nike Dunk Low is aimed at a bold audience who will appreciate its charms while pairing them with a suitable outfit.</p>
<p>In the same vein, check out the <a href=""https://costyled.me/products/nike-dunk-low-pink-velvet""><strong>Nike Dunk Low Pink Velvet</strong></a>!</p>
<p><strong>Practical Advice</strong> : This model fits true to size, we recommend you take your usual size.</p>
<p><strong>Release Date : </strong>2021</p>
<p><strong>Colorway : </strong>White/Archeo Pink</p>",Nike,Apparel & Accessories > Shoes,"",available_google,true,Size,35.5 EU - 3.5 US,,,,,CU1726-100:35.5 EU,1600.0,shopify,0,continue,manual,1620.00,,true,true,CU1726-100:35.5 EU,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Nike-Dunk-Low-SP-Kentucky-Alternate_1296x_5f4b38e7-f007-4cfe-8196-7ac304d3ddaf.jpg?v=1681660962,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,36 EU - 4 US,,,,,CU1726-100:36 EU,1600.0,shopify,0,continue,manual,1260.00,,true,true,CU1726-100:36 EU,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Nike-Dunk-Low-SP-Kentucky-Alternate-2_1296x_1fb7b06f-9df7-4084-a30f-8849159edfb0.jpg?v=1681660963,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,36.5 EU - 4.5 US,,,,,CU1726-100:36.5 EU,1600.0,shopify,0,continue,manual,1230.00,,true,true,CU1726-100:36.5 EU,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Nike-Dunk-Low-SP-Kentucky-Alternate-3_1296x_096fbf38-7892-4765-8fb7-d40d1aa284e4.jpg?v=1681660965,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,37.5 EU - 5 US,,,,,CU1726-100:37.5 EU,1600.0,shopify,0,continue,manual,1230.00,,true,true,CU1726-100:37.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,38 EU - 5.5 US,,,,,CU1726-100:38 EU,1600.0,shopify,0,continue,manual,1260.00,,true,true,CU1726-100:38 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,38.5 EU - 6 US,,,,,CU1726-100:38.5 EU,1600.0,shopify,0,continue,manual,1200.00,,true,true,CU1726-100:38.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,39 EU - 6.5 US,,,,,CU1726-100:39 EU,1600.0,shopify,0,continue,manual,1200.00,,true,true,CU1726-100:39 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,40 EU - 7 US,,,,,CU1726-100:40 EU,1600.0,shopify,0,continue,manual,1180.00,,true,true,CU1726-100:40 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,40.5 EU - 7.5 US,,,,,CU1726-100:40.5 EU,1600.0,shopify,0,continue,manual,1150.00,,true,true,CU1726-100:40.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,41 EU - 8 US,,,,,CU1726-100:41 EU,1600.0,shopify,0,continue,manual,1150.00,,true,true,CU1726-100:41 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,42 EU - 8.5 US,,,,,CU1726-100:42 EU,1600.0,shopify,1,continue,manual,1260.00,,true,true,CU1726-100:42 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,42.5 EU - 9 US,,,,,CU1726-100:42.5 EU,1600.0,shopify,0,continue,manual,1290.00,,true,true,CU1726-100:42.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,9.5 US,,,,,CU1726-100:43 EU,1600.0,shopify,1,continue,manual,1460.00,,true,true,CU1726-100:43 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,44 EU - 10 US,,,,,CU1726-100:44 EU,1600.0,shopify,1,continue,manual,1430.00,,true,true,CU1726-100:44 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,44.5 EU - 10.5 US,,,,,CU1726-100:44.5 EU,1600.0,shopify,1,continue,manual,1850.00,,true,true,CU1726-100:44.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,45 EU - 11 US,,,,,CU1726-100:45 EU,1600.0,shopify,1,continue,manual,1620.00,,true,true,CU1726-100:45 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,45.5 EU - 11.5 US,,,,,CU1726-100:45.5 EU,1600.0,shopify,1,continue,manual,1620.00,,true,true,CU1726-100:45.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
nike-dunk-low-sp-kentucky-alternate,,,,,,,,,46 EU - 12 US,,,,,CU1726-100:46 EU,1600.0,shopify,1,continue,manual,1620.00,,true,true,CU1726-100:46 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
air-jordan-1-mid-valentine-day-2023,Air Jordan 1 Mid Valentine Day 2023,"<meta charset=""utf-8""><span>This mid-top AJ1 comes in a smaller size and features a predominantly white colorway with pink accents. The shoe is crafted using smooth leather for its base and mesh for the tongues. The Desert Berry hue is applied to the signature profile Swoosh logos on both the medial and lateral mid-panels as well as the internal linings. Additionally, the Coral Chalk colorway is used on the toe cap, mudguard, eye stay panels, collar flaps, and heel counter. To finish off the design, a white midsole and Desert Berry rubber outsole are included.</span>",Air Jordan,Apparel & Accessories > Shoes,"",available_google,true,Size,35.5 EU - 3.5Y US,,,,,DQ8423-61635.5 EU,1600.0,shopify,0,deny,manual,1120.00,,true,true,DQ8423-61635.5 EU,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Air-Jordan-1-Mid-Valentines-Day-2023-GS_1296x_65e4aad5-fac2-488e-a809-2495bf9b264f.webp?v=1681659533,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
air-jordan-1-mid-valentine-day-2023,,,,,,,,,36 EU - 4Y US,,,,,DQ8423-616:36 EU,1600.0,shopify,1,deny,manual,1230.00,,true,true,DQ8423-616:36 EU,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Air-Jordan-1-Mid-Valentines-Day-2023-GS-2_1296x_e52b2cb3-0280-4a1e-ac6e-84f4146a4a8f.webp?v=1681659533,2,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
air-jordan-1-mid-valentine-day-2023,,,,,,,,,36.5 EU - 4.5Y US,,,,,DQ8423-616:36.5 EU,1600.0,shopify,0,deny,manual,1230.00,,true,true,DQ8423-616:36.5 EU,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Air-Jordan-1-Mid-Valentines-Day-2023-GS-3_1296x_aecf5fe5-52a0-42d1-8a05-7dbcdc2acd55.webp?v=1681659533,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,
air-jordan-1-mid-valentine-day-2023,,,,,,,,,37.5 EU - 5Y US,,,,,DQ8423-61637.5 EU,1600.0,shopify,1,deny,manual,1230.00,,true,true,DQ8423-61637.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
air-jordan-1-mid-valentine-day-2023,,,,,,,,,38 EU - 5.5Y US,,,,,DQ8423-616:38 EU,1600.0,shopify,0,deny,manual,1230.00,,true,true,DQ8423-616:38 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
air-jordan-1-mid-valentine-day-2023,,,,,,,,,38.5 EU - 6Y US,,,,,DQ8423-616:38.5 EU,1600.0,shopify,0,deny,manual,1230.00,,true,true,DQ8423-616:38.5 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
air-jordan-1-mid-valentine-day-2023,,,,,,,,,39 EU - 6.5Y US,,,,,DQ8423-616:39 EU,1600.0,shopify,1,deny,manual,1230.00,,true,true,DQ8423-616:39 EU,,,,,,,,,,,,,,,,,,,,,kg,,640.00,,,,,
air-jordan-1-mid-valentine-day-2023,,,,,,,,,40 EU - 7Y US,,,,,DQ8423-616:40 EU,1600.0,shopify,0,deny,manual,1230.00,,true,true,DQ8423-616:40 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-light-oatmeal,Fear Of God Essentials T-Shirt Light Oatmeal,"<p>The Fear of God Essentials Light Oatmeal T-shirt is a light grey tee made of 100% cotton. It features a black logo printed near the back collar from the inside and on the left front chest. The tee has stretch from the collar to the hem, making it comfortable and durable.</p>
<p>Please note that Fear of God Essentials items are always oversized, so if you prefer a regular fit, we recommend purchasing one size smaller.</p>
<p>All items we offer are 100% authentic and brand new in their original packaging. We provide multiple payment options for your convenience, including card, installments, and cash on delivery.</p>
<p>Get your hands on the Fear of God Essentials Light Oatmeal T-shirt today and enjoy its stylish design and premium quality!</p>",Essentials,Apparel & Accessories,T-Shirt,available_google,true,Size,XS,,,,,SS22TMEAL:XS,0.0,shopify,1,continue,manual,700.00,,true,true,SS22TMEAL:XS,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Fear-of-God-Essentials-T-shirt-SS22-Light-Oatmeal_1296x_e72e27bd-767a-4106-875e-acc96df2faf5.webp?v=1681657788,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
fear-of-god-essentials-t-shirt-light-oatmeal,,,,,,,,,S,,,,,SS22TMEAL:S,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TMEAL:S,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Fear-of-God-Essentials-T-shirt-SS22-Light-Oatmeal-2_1296x_e071c674-d57b-4015-9ceb-9a0561d3a258.webp?v=1681657788,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-light-oatmeal,,,,,,,,,M,,,,,SS22TMEAL:M,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TMEAL:M,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-light-oatmeal,,,,,,,,,L,,,,,SS22TMEAL:L,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TMEAL:L,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-light-oatmeal,,,,,,,,,XL,,,,,SS22TMEAL:XL,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TMEAL:XL,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-stretch-limo,Fear Of God Essentials T-Shirt Stretch Limo,"<p>Check out the Fear of God Essentials Black T-shirt! Made from 100% cotton, this tee features a striking black logo printed near the back collar from the inside and on the left front chest. The tee has stretch from the collar to the hem, making it both comfortable and durable.</p>
<p>Please note that Fear of God Essentials items are always oversized, so if you prefer a regular fit, we recommend purchasing one size smaller.</p>
<p>We guarantee that all items we offer are 100% authentic and brand new in their original packaging. We provide multiple payment options, including card, installments, and cash on delivery, for your convenience.</p>
<p>Order the Fear of God Essentials Black T-shirt today and enjoy a perfect combination of style and comfort!</p>",Essentials,Apparel & Accessories,T-Shirt,available_google,true,Size,XXS,,,,,SS22TBLACK:XXS,0.0,shopify,2,continue,manual,700.00,,true,true,SS22TBLACK:XXS,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Fear-of-God-Essentials-T-shirt-SS22-Stretch-Limo_1296x_e91a9e63-4e4b-48f9-b07c-9e245d3e0e0b.webp?v=1681657785,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
fear-of-god-essentials-t-shirt-stretch-limo,,,,,,,,,XS,,,,,SS22TBLACK:XS,0.0,shopify,1,continue,manual,700.00,,true,true,SS22TBLACK:XS,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/Fear-of-God-Essentials-T-shirt-SS22-Stretch-Limo-2_1296x_6cb080ee-5f56-452c-9abd-f17a22a37dc5.webp?v=1681657785,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-stretch-limo,,,,,,,,,S,,,,,SS22TBLACK:S,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TBLACK:S,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-stretch-limo,,,,,,,,,M,,,,,SS22TBLACK:M,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TBLACK:M,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-stretch-limo,,,,,,,,,L,,,,,SS22TBLACK:L,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TBLACK:L,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-stretch-limo,,,,,,,,,XL,,,,,SS22TBLACK:XL,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TBLACK:XL,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-wood,Fear Of God Essentials T-Shirt Wood,"<p>Fear of God is an independent luxury fashion label based in Los Angeles, founded by Jerry Lorenzo in 2013. The brand is known for creating timeless and wearable garments that offer a unique interpretation of American style, becoming a symbol of contemporary culture.</p>
<p>The Wood colorway is part of the FW22 season and is set to be released on September 28, 2022. This colorway is expected to showcase the brand's signature style, blending classic design with modern elements.</p>
<p>Stay tuned for the release of the Fear of God Wood colorway and experience the brand's distinctive take on American fashion!</p>
",Essentials,Apparel & Accessories,T-Shirt,available_google,true,Size,XXS,,,,,SS22TWOOD:XXS,0.0,shopify,2,deny,manual,700.00,,true,true,SS22TWOOD:XXS,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/fear-of-god-essentials-t-shirt-wood-1.jpg?v=1681657782,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
fear-of-god-essentials-t-shirt-wood,,,,,,,,,XS,,,,,SS22TWOOD:XS,0.0,shopify,1,deny,manual,700.00,,true,true,SS22TWOOD:XS,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-wood,,,,,,,,,S,,,,,SS22TWOOD:S,0.0,shopify,1,deny,manual,700.00,,true,true,SS22TWOOD:S,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-wood,,,,,,,,,M,,,,,SS22TWOOD:M,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TWOOD:M,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-wood,,,,,,,,,L,,,,,SS22TWOOD:L,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TWOOD:L,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-wood,,,,,,,,,XL,,,,,SS22TWOOD:XL,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TWOOD:XL,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-off-black,Fear Of God Essentials T-Shirt Off Black,<p>The Fear Of God Essentials T-Shirt Off Black is crafted from 100% premium cotton for maximum comfort and breathability. The luxurious feel of this ultra-soft garment will keep you looking stylish and feeling comfortable all day long.</p>,Essentials,Apparel & Accessories,T-Shirt,available_google,true,Size,XXS,,,,,SS22TOFFBLACK:XXS,0.0,shopify,2,continue,manual,700.00,,true,true,SS22TOFFBLACK:XXS,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/fear-of-god-essentials-t-shirt-off-black-1.jpg?v=1681657779,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
fear-of-god-essentials-t-shirt-off-black,,,,,,,,,XS,,,,,SS22TOFFBLACKXS,0.0,shopify,2,continue,manual,700.00,,true,true,SS22TOFFBLACKXS,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-off-black,,,,,,,,,S,,,,,SS22TOFFBLACK:S,0.0,shopify,1,continue,manual,700.00,,true,true,SS22TOFFBLACK:S,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-off-black,,,,,,,,,M,,,,,SS22TOFFBLACK:M,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TOFFBLACK:M,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-off-black,,,,,,,,,L,,,,,SS22TOFFBLACK:L,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TOFFBLACK:L,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-t-shirt-off-black,,,,,,,,,XL,,,,,SS22TOFFBLACK:XL,0.0,shopify,0,continue,manual,700.00,,true,true,SS22TOFFBLACK:XL,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-pull-stretch-limo,Fear Of God Essentials Hoodie Stretch Limo,"<p>This Fear Of God Essentials Hoodie Stretch Limo is a comfortable, high-quality garment made from luxurious materials. Crafted with a soft French terry fabric for warmth and stretch for ease of movement, this hoodie is sure to become an essential part of your wardrobe.</p>",Essentials,Apparel & Accessories,T-Shirt,available_google,true,Size,XXS,,,,,SS22HOODBLACK:XXS,0.0,shopify,0,continue,manual,700.00,,true,true,SS22HOODBLACK:XXS,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/15-4.jpg?v=1681657777,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
fear-of-god-essentials-pull-stretch-limo,,,,,,,,,XS,,,,,SS22HOODBLACK:XS,0.0,shopify,0,continue,manual,700.00,,true,true,SS22HOODBLACK:XS,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-pull-stretch-limo,,,,,,,,,S,,,,,SS22HOODBLACK:S,0.0,shopify,1,continue,manual,700.00,,true,true,SS22HOODBLACK:S,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-pull-stretch-limo,,,,,,,,,M,,,,,SS22HOODBLACK:M,0.0,shopify,0,continue,manual,700.00,,true,true,SS22HOODBLACK:M,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-pull-stretch-limo,,,,,,,,,L,,,,,SS22HOODBLACK:L,0.0,shopify,0,continue,manual,700.00,,true,true,SS22HOODBLACK:L,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
fear-of-god-essentials-pull-stretch-limo,,,,,,,,,XL,,,,,SS22HOODBLACK:XL,0.0,shopify,0,continue,manual,700.00,,true,true,SS22HOODBLACK:XL,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
louis-vuitton-key-pouch,Louis Vuitton Key Pouch,"<meta charset=""utf-8"">
<p>Product details:</p>
<ul>
<li>Dimensions: 12 x 7 x 1.5 cm (Length x Height x Width), or L 13.5 x H 7 x W 1.5 cm/L 5.3 x H 2.7 x W 0.6 inches</li>
<li>Made of durable Monogram coated canvas</li>
<li>Features grained cowhide leather lining for a touch of luxury</li>
<li>Includes a gold-color hardware zip closure for secure storage</li>
<li>Comes with a key ring and a chain with hook that can be attached to a bag, belt, or key holder</li>
<li>The Key Pouch is versatile and can be used as a bag or belt charm</li>
</ul>",Costyled,Arts & Entertainment > Party & Celebration > Party Supplies > Place Card Holders,"",available_google,true,Title,Default Title,,,,,M62650,0.0,shopify,1,deny,manual,1350.00,,true,true,M62650,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-key-pouch-monogram-wallets-and-small-leather-goods--M62650_PM2_Frontview.webp?v=1681651413,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
louis-vuitton-key-pouch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-key-pouch-monogram-wallets-and-small-leather-goods--M62650_PM1_Backview.webp?v=1681651413,2,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-key-pouch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-key-pouch-monogram-wallets-and-small-leather-goods--M62650_PM1_Closeupview.webp?v=1681651413,3,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-key-pouch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-key-pouch-monogram-wallets-and-small-leather-goods--M62650_PM1_Detailview.webp?v=1681651413,4,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-key-pouch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-key-pouch-monogram-wallets-and-small-leather-goods--M62650_PM1_Interiorview.webp?v=1681651413,5,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-key-pouch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-key-pouch-monogram-wallets-and-small-leather-goods--M62650_PM1_Sideview.webp?v=1681651413,6,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-card-hodler,Louis Vuitton Card Hodler,"<meta charset=""utf-8"">
<p>Product details:</p>
<ul>
<li>Dimensions: 11 x 7 x 0.5 cm (Length x Height x Width)</li>
<li>Made of Monogram and Monogram Reverse coated canvas</li>
<li>Features cowhide leather lining for durability and style</li>
<li>Includes one interior slot for bigger cards and receipts</li>
<li>Has two outside slots for credit cards, transport cards, and more</li>
<li>Reference is made in France, Spain, Italy, or the US, depending on availability.</li>
</ul>",Costyled,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,"",available_google,true,Title,Default Title,,,,,M69161,0.0,shopify,1,deny,manual,1200.00,,true,true,M69161,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-card-holder-monogram-reverse-canvas-wallets-and-small-leather-goods--M69161_PM1_Backview.webp?v=1681651202,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
louis-vuitton-card-hodler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-card-holder-monogram-reverse-canvas-wallets-and-small-leather-goods--M69161_PM1_Closeupview.webp?v=1681651202,2,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-card-hodler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-card-holder-monogram-reverse-canvas-wallets-and-small-leather-goods--M69161_PM1_Detailview.webp?v=1681651202,3,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-card-hodler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-card-holder-monogram-reverse-canvas-wallets-and-small-leather-goods--M69161_PM1_Interiorview.webp?v=1681651202,4,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-card-hodler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-card-holder-monogram-reverse-canvas-wallets-and-small-leather-goods--M69161_PM1_Sideview.webp?v=1681651202,5,,,,,,,,,,,,,,,,,,,,,,,,,,
louis-vuitton-card-hodler,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/louis-vuitton-card-holder-monogram-reverse-canvas-wallets-and-small-leather-goods--M69161_PM2_Frontview.webp?v=1681651203,6,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-yeezy-boost-350-v2-slate,Yeezy Boost 350 V2 Onyx,"<p>Introducing the highly coveted Yeezy Boost 350 V2 Onyx, an exclusive sneaker crafted by Yeezy and designed by the fashion mogul, Kanye West. This iconic sneaker combines style and comfort in a sleek black colorway that is sure to turn heads. 

Constructed with primeknit fabric, the upper half of the sneaker features a unique black and grey pattern, creating a distinguished look. The core black stripe that runs along the side of the shoe is placed atop the translucent black sole, creating a cohesive and modernistic look.

The Yeezy Boost 350 V2 Onyx is not only stylish but also incredibly comfortable. The sneaker's BOOST midsole provides an immense amount of cushioning, delivering a high-performance shoe perfect for both casual and athletic wear.

This versatile sneaker is a must-have for any sneakerhead's collection. Whether you're running errands, hitting up the gym, or going out on the town, the Yeezy Boost 350 V2 Onyx will have you feeling comfortable and looking ultra-stylish. </p>",Yeezy,Apparel & Accessories > Shoes,"",available_google,true,Size,36 EU - 4 US,,,,,HQ4540:36 EU,1300.0,shopify,2,continue,manual,1850.00,,true,true,HQ4540:36 EU,https://cdn.shopify.com/s/files/1/0714/0468/3553/products/yeezy-boost-350-v2-onyx-725412.webp?v=1680137959,1,,false,,,,,,,,,,,,,,,,,kg,,1200.00,true,true,,,active
copy-of-yeezy-boost-350-v2-slate,,,,,,,,,36 2/3 EU - 4.5 US,,,,,HQ4540:36 2/3 EU,1300.0,shopify,1,continue,manual,1760.00,,true,true,HQ4540:36 2/3 EU,,,,,,,,,,,,,,,,,,,,,kg,,1200.00,,,,,
copy-of-yeezy-boost-350-v2-slate,,,,,,,,,37 1/3 EU - 5 US,,,,,HQ4540:37 1/3 EU,1300.0,shopify,1,continue,manual,1930.00,,true,true,HQ4540:37 1/3 EU,,,,,,,,,,,,,,,,,,,,,kg,,1200.00,,,,,
copy-of-yeezy-boost-350-v2-slate,,,,,,,,,38 EU - 5.5 US,,,,,HQ4540:38 EU,1300.0,shopify,0,continue,manual,1900.00,,true,true,HQ4540:38 EU,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,
